Age,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,id,cluster,Academic_risk,Gender,Family_Income_Level
20.0,92.2,18.7,9.0,395.0,cluster_2,Low,Male,Low
23.0,52.6,8.3,8.0,396.0,cluster_1,High,Female,High
20.0,94.6,18.5,8.4,397.0,cluster_2,Low,Female,Medium
22.0,56.9,9.2,4.8,398.0,cluster_1,High,Female,Medium
23.0,95.9,22.6,6.1,399.0,cluster_2,Low,Male,Low
21.0,69.0,5.8,6.9,400.0,cluster_0,Medium,Male,High
21.0,88.6,17.8,7.6,401.0,cluster_2,Low,Male,Low
19.0,74.2,10.5,4.5,402.0,cluster_0,Medium,Male,Low
19.0,69.2,28.7,4.9,403.0,cluster_0,Medium,Male,Medium
22.0,84.8,22.8,8.6,404.0,cluster_2,Low,Male,Low
20.0,79.9,23.9,4.1,405.0,cluster_0,Medium,Male,Low
24.0,98.9,8.5,7.9,406.0,cluster_2,Low,Male,Medium
18.0,74.2,29.9,8.3,407.0,cluster_0,Medium,Female,Medium
22.0,57.5,27.4,6.9,408.0,cluster_1,High,Male,Medium
22.0,56.7,12.1,7.0,409.0,cluster_1,High,Male,Medium
23.0,95.5,19.5,4.4,410.0,cluster_2,Low,Female,Low
18.0,71.8,5.4,7.3,411.0,cluster_0,Medium,Female,Low
22.0,99.1,21.9,8.8,412.0,cluster_2,Low,Female,Medium
21.0,60.1,11.1,8.8,413.0,cluster_1,High,Male,Medium
18.0,85.1,21.6,4.3,414.0,cluster_2,Low,Female,Low
23.0,69.6,13.0,8.2,415.0,cluster_0,Medium,Female,High
21.0,66.9,7.8,5.1,416.0,cluster_1,High,Male,Low
20.0,73.5,27.8,4.6,417.0,cluster_0,Medium,Female,Medium
18.0,68.7,28.9,5.8,418.0,cluster_0,Medium,Male,Low
18.0,76.9,6.9,6.3,419.0,cluster_0,Medium,Male,Low
21.0,69.2,11.8,6.5,420.0,cluster_0,Medium,Male,Low
18.0,84.3,7.6,5.1,421.0,cluster_2,Low,Female,High
21.0,74.8,27.1,6.0,422.0,cluster_0,Medium,Female,Low
20.0,95.2,25.2,7.1,423.0,cluster_2,Low,Male,Low
20.0,55.6,8.5,8.2,424.0,cluster_1,High,Female,Medium
23.0,63.1,7.2,8.0,425.0,cluster_1,High,Female,Low
21.0,59.2,9.3,8.1,426.0,cluster_1,High,Female,High
18.0,69.7,16.9,4.2,427.0,cluster_0,Medium,Female,Low
24.0,60.4,26.1,5.1,428.0,cluster_1,High,Male,Low
23.0,93.4,17.5,4.4,429.0,cluster_2,Low,Female,Medium
21.0,78.4,23.1,6.2,430.0,cluster_0,Medium,Female,Low
18.0,89.4,11.6,4.2,431.0,cluster_2,Low,Male,High
20.0,73.0,20.4,7.2,432.0,cluster_0,Medium,Male,Medium
24.0,80.2,7.6,5.9,433.0,cluster_0,Medium,Female,Medium
23.0,94.7,6.6,7.7,434.0,cluster_2,Low,Female,High
23.0,94.5,7.6,7.7,435.0,cluster_2,Low,Female,Low
24.0,94.6,14.8,4.7,436.0,cluster_2,Low,Female,Low
18.0,82.6,22.9,7.6,437.0,cluster_0,Medium,Male,Medium
20.0,61.7,9.0,8.3,438.0,cluster_1,High,Male,Medium
18.0,62.5,19.6,7.2,439.0,cluster_1,High,Male,Low
20.0,74.7,26.4,8.3,440.0,cluster_0,Medium,Male,Low
19.0,94.5,17.4,5.7,441.0,cluster_2,Low,Female,Low
21.0,55.2,21.0,5.3,442.0,cluster_1,High,Male,High
23.0,82.7,26.5,8.7,443.0,cluster_0,Medium,Male,Low
23.0,56.0,24.7,6.4,444.0,cluster_1,High,Male,Medium
21.0,98.4,16.7,6.7,445.0,cluster_2,Low,Female,Medium
20.0,59.1,12.5,6.0,446.0,cluster_1,High,Male,High
23.0,51.2,14.5,8.7,447.0,cluster_1,High,Female,High
19.0,76.5,19.7,8.9,448.0,cluster_0,Medium,Female,Medium
20.0,85.6,28.2,5.4,449.0,cluster_2,Low,Male,Low
22.0,90.6,20.2,6.7,450.0,cluster_2,Low,Male,Low
24.0,87.7,25.4,6.4,451.0,cluster_2,Low,Female,Low
24.0,80.2,17.2,7.4,452.0,cluster_0,Medium,Male,Low
23.0,80.5,8.3,8.3,453.0,cluster_0,Medium,Male,High
24.0,80.7,22.3,6.0,454.0,cluster_0,Medium,Female,High
19.0,85.4,26.5,5.7,455.0,cluster_2,Low,Female,High
23.0,51.6,21.6,5.0,456.0,cluster_1,High,Female,Low
21.0,56.1,12.2,9.0,457.0,cluster_1,High,Female,Low
24.0,50.2,6.1,4.9,458.0,cluster_1,High,Female,Medium
21.0,71.8,11.4,6.1,459.0,cluster_0,Medium,Male,Medium
19.0,77.3,12.0,4.4,460.0,cluster_0,Medium,Male,Low
22.0,60.6,11.0,4.5,461.0,cluster_1,High,Male,Medium
22.0,66.2,13.1,5.4,462.0,cluster_1,High,Male,Low
21.0,90.6,27.5,4.0,463.0,cluster_2,Low,Male,Medium
24.0,77.1,29.3,8.7,464.0,cluster_0,Medium,Female,High
22.0,60.4,21.8,4.5,465.0,cluster_1,High,Male,High
24.0,81.3,16.5,7.7,466.0,cluster_0,Medium,Male,Medium
18.0,76.2,21.5,4.7,467.0,cluster_0,Medium,Male,Medium
20.0,74.1,8.6,4.9,468.0,cluster_0,Medium,Male,Medium
23.0,77.5,21.4,7.5,469.0,cluster_0,Medium,Female,Low
24.0,63.7,6.9,4.9,470.0,cluster_1,High,Male,Medium
20.0,51.5,27.5,6.2,471.0,cluster_1,High,Male,Medium
18.0,76.9,13.2,7.3,472.0,cluster_0,Medium,Male,Low
23.0,87.9,23.9,7.4,473.0,cluster_2,Low,Female,Medium
24.0,73.2,20.1,4.2,474.0,cluster_0,Medium,Male,Medium
19.0,63.2,5.9,8.5,475.0,cluster_1,High,Female,Medium
19.0,96.1,22.5,7.3,476.0,cluster_2,Low,Female,Medium
21.0,63.7,9.4,7.6,477.0,cluster_1,High,Female,Low
19.0,67.4,22.0,5.1,478.0,cluster_0,Medium,Female,Low
22.0,75.9,27.7,8.6,479.0,cluster_0,Medium,Female,Medium
22.0,52.3,5.3,6.4,480.0,cluster_1,High,Female,Medium
20.0,64.7,5.6,6.6,481.0,cluster_1,High,Male,Medium
24.0,95.7,26.5,4.8,482.0,cluster_2,Low,Female,High
24.0,90.7,10.0,7.0,483.0,cluster_2,Low,Female,High
22.0,70.7,24.3,8.9,484.0,cluster_0,Medium,Male,High
20.0,97.4,15.0,5.6,485.0,cluster_2,Low,Female,Low
22.0,93.7,12.9,6.1,486.0,cluster_2,Low,Female,Low
20.0,76.7,19.3,4.6,487.0,cluster_0,Medium,Female,Low
22.0,61.3,15.1,4.4,488.0,cluster_1,High,Female,Low
23.0,63.4,15.4,7.7,489.0,cluster_1,High,Female,High
19.0,52.4,23.5,6.0,490.0,cluster_1,High,Female,Medium
21.0,76.0,8.0,5.7,491.0,cluster_0,Medium,Female,Low
18.0,71.1,5.9,5.0,492.0,cluster_0,Medium,Male,Low
22.0,50.3,15.4,6.0,493.0,cluster_1,High,Female,Low
21.0,67.9,17.7,7.0,494.0,cluster_0,Medium,Female,Low
20.0,76.6,28.9,4.6,495.0,cluster_0,Medium,Female,Medium
23.0,97.1,11.9,6.2,496.0,cluster_2,Low,Female,Low
21.0,86.5,11.4,8.2,497.0,cluster_2,Low,Male,Medium
24.0,66.9,23.5,6.1,498.0,cluster_0,Medium,Female,Low
23.0,92.6,8.3,7.9,499.0,cluster_2,Low,Female,Low
23.0,97.7,14.4,6.4,500.0,cluster_2,Low,Male,High
18.0,60.6,24.4,5.3,501.0,cluster_1,High,Female,Medium
19.0,57.0,14.7,6.1,502.0,cluster_1,High,Female,Medium
21.0,54.0,22.3,7.9,503.0,cluster_1,High,Female,High
24.0,61.1,22.3,8.8,504.0,cluster_1,High,Male,Low
24.0,54.1,22.6,8.4,505.0,cluster_1,High,Male,Medium
20.0,97.8,15.5,6.1,506.0,cluster_2,Low,Male,Medium
21.0,87.2,21.9,6.0,507.0,cluster_2,Low,Male,High
18.0,80.6,27.7,5.1,508.0,cluster_0,Medium,Female,Low
18.0,58.9,26.4,4.1,509.0,cluster_1,High,Female,Low
21.0,81.7,19.1,4.7,510.0,cluster_0,Medium,Male,Low
21.0,84.1,27.4,6.3,511.0,cluster_2,Low,Female,Low
18.0,59.0,7.7,6.4,512.0,cluster_1,High,Female,Low
24.0,66.0,18.6,5.6,513.0,cluster_1,High,Male,Low
21.0,69.2,29.5,6.2,514.0,cluster_0,Medium,Male,Medium
24.0,59.2,9.3,8.6,515.0,cluster_1,High,Female,Medium
21.0,69.8,25.9,5.6,516.0,cluster_0,Medium,Male,Low
24.0,87.2,9.2,7.6,517.0,cluster_2,Low,Male,High
22.0,67.3,7.8,6.5,518.0,cluster_0,Medium,Male,High
18.0,87.7,28.8,7.2,519.0,cluster_2,Low,Female,Low
24.0,93.5,12.9,5.4,520.0,cluster_2,Low,Female,High
23.0,86.9,28.3,8.2,521.0,cluster_2,Low,Female,Medium
19.0,86.6,12.4,6.2,522.0,cluster_2,Low,Female,Medium
20.0,81.8,21.1,4.3,523.0,cluster_0,Medium,Female,Medium
22.0,88.6,9.3,8.3,524.0,cluster_2,Low,Male,Low
20.0,67.9,9.6,6.9,525.0,cluster_0,Medium,Female,Medium
22.0,63.8,16.9,6.7,526.0,cluster_1,High,Male,Low
20.0,67.3,24.5,7.2,527.0,cluster_0,Medium,Female,Low
20.0,71.7,21.7,7.6,528.0,cluster_0,Medium,Female,Medium
23.0,80.0,7.5,7.3,529.0,cluster_0,Medium,Female,Medium
19.0,80.2,10.9,4.2,530.0,cluster_0,Medium,Female,Medium
24.0,87.2,18.2,6.2,531.0,cluster_2,Low,Male,High
22.0,75.4,17.5,5.2,532.0,cluster_0,Medium,Male,Medium
23.0,86.8,9.3,7.8,533.0,cluster_2,Low,Female,High
22.0,84.4,27.4,4.3,534.0,cluster_2,Low,Male,Low
18.0,86.1,8.2,4.5,535.0,cluster_2,Low,Female,Medium
21.0,88.7,13.3,6.1,536.0,cluster_2,Low,Male,Medium
19.0,78.2,24.4,4.9,537.0,cluster_0,Medium,Female,Low
18.0,82.0,6.3,4.8,538.0,cluster_0,Medium,Male,High
19.0,85.9,11.2,8.7,539.0,cluster_2,Low,Female,Low
19.0,67.2,29.5,8.9,540.0,cluster_0,Medium,Female,Low
19.0,92.7,15.4,6.8,541.0,cluster_2,Low,Female,Medium
22.0,94.6,24.9,6.8,542.0,cluster_2,Low,Male,Medium
18.0,66.6,24.5,8.4,543.0,cluster_0,Medium,Female,Low
19.0,95.7,22.2,8.3,544.0,cluster_2,Low,Male,Low
23.0,74.8,16.2,4.9,545.0,cluster_0,Medium,Female,Medium
24.0,76.4,27.0,6.8,546.0,cluster_0,Medium,Female,Medium
20.0,67.4,22.6,8.7,547.0,cluster_0,Medium,Male,Low
18.0,75.0,20.0,5.3,548.0,cluster_0,Medium,Female,Medium
23.0,52.0,21.2,5.1,549.0,cluster_1,High,Male,Medium
22.0,88.6,29.7,6.0,550.0,cluster_2,Low,Female,Medium
21.0,56.5,25.8,5.9,551.0,cluster_1,High,Female,Medium
23.0,77.6,22.6,5.2,552.0,cluster_0,Medium,Female,High
20.0,62.3,16.1,7.0,553.0,cluster_1,High,Male,Low
23.0,80.5,11.1,4.4,554.0,cluster_0,Medium,Male,Medium
23.0,99.1,21.9,5.8,555.0,cluster_2,Low,Male,Low
23.0,93.5,8.2,8.4,556.0,cluster_2,Low,Female,Medium
23.0,54.1,12.0,4.7,557.0,cluster_1,High,Male,Medium
22.0,95.7,5.8,7.9,558.0,cluster_2,Low,Male,Medium
21.0,59.3,25.5,6.2,559.0,cluster_1,High,Female,Medium
24.0,85.5,23.5,6.3,560.0,cluster_2,Low,Male,Medium
19.0,68.5,7.9,8.4,561.0,cluster_0,Medium,Male,Medium
24.0,68.9,19.9,6.5,562.0,cluster_0,Medium,Male,Low
24.0,67.5,19.1,4.2,563.0,cluster_0,Medium,Female,Medium
23.0,51.0,14.2,5.4,564.0,cluster_1,High,Female,Medium
19.0,53.2,23.8,7.7,565.0,cluster_1,High,Female,Medium
24.0,91.4,10.0,4.4,566.0,cluster_2,Low,Female,Medium
23.0,50.0,13.2,7.0,567.0,cluster_1,High,Female,Low
18.0,73.6,22.2,8.8,568.0,cluster_0,Medium,Male,Medium
19.0,66.8,13.0,7.4,569.0,cluster_0,Medium,Male,Low
18.0,79.9,18.3,6.9,570.0,cluster_0,Medium,Male,High
23.0,88.4,24.0,6.0,571.0,cluster_2,Low,Female,Low
24.0,52.5,18.0,6.8,572.0,cluster_1,High,Female,Low
23.0,95.8,12.0,6.3,573.0,cluster_2,Low,Male,Medium
18.0,95.2,20.3,8.9,574.0,cluster_2,Low,Male,High
21.0,78.9,18.4,5.2,575.0,cluster_0,Medium,Male,Medium
18.0,58.2,8.1,4.6,576.0,cluster_1,High,Male,High
21.0,70.7,25.5,7.7,577.0,cluster_0,Medium,Male,Low
24.0,71.5,15.8,6.4,578.0,cluster_0,Medium,Male,High
24.0,80.7,29.2,4.9,579.0,cluster_0,Medium,Female,High
21.0,68.1,25.6,4.3,580.0,cluster_0,Medium,Female,Low
21.0,84.6,24.6,6.9,581.0,cluster_2,Low,Male,High
21.0,77.9,29.0,8.3,582.0,cluster_0,Medium,Female,Medium
23.0,58.7,15.6,4.3,583.0,cluster_1,High,Male,Low
18.0,86.7,20.9,4.2,584.0,cluster_2,Low,Male,High
21.0,67.7,8.5,7.7,585.0,cluster_0,Medium,Female,Low
22.0,56.1,11.0,4.5,586.0,cluster_1,High,Female,Low
24.0,66.8,14.8,7.9,587.0,cluster_0,Medium,Female,Low
21.0,91.9,20.8,4.3,588.0,cluster_2,Low,Male,Low
19.0,60.7,19.8,8.8,589.0,cluster_1,High,Male,Medium
19.0,67.0,20.0,4.8,590.0,cluster_0,Medium,Male,Medium
23.0,78.0,13.9,6.3,591.0,cluster_0,Medium,Female,High
23.0,67.8,11.4,6.0,592.0,cluster_0,Medium,Male,Medium
21.0,70.3,14.6,8.9,593.0,cluster_0,Medium,Female,Medium
19.0,82.0,12.6,7.9,594.0,cluster_0,Medium,Male,Low
20.0,68.1,18.6,6.6,595.0,cluster_0,Medium,Male,Medium
20.0,95.6,27.8,4.9,596.0,cluster_2,Low,Female,High
23.0,85.2,22.0,4.6,597.0,cluster_2,Low,Male,Medium
23.0,76.7,24.9,6.9,598.0,cluster_0,Medium,Female,Low
22.0,93.4,29.3,5.6,599.0,cluster_2,Low,Female,Low
21.0,96.7,25.9,6.3,600.0,cluster_2,Low,Female,Low
18.0,85.9,12.8,6.7,601.0,cluster_2,Low,Male,Low
19.0,79.8,19.8,6.9,602.0,cluster_0,Medium,Female,Low
19.0,52.0,6.4,4.4,603.0,cluster_1,High,Female,Low
19.0,75.2,6.8,7.7,604.0,cluster_0,Medium,Male,Low
18.0,51.2,22.0,6.6,605.0,cluster_1,High,Female,High
23.0,66.7,23.6,4.6,606.0,cluster_0,Medium,Female,Low
23.0,74.5,12.1,4.5,607.0,cluster_0,Medium,Male,Low
19.0,64.8,26.9,5.2,608.0,cluster_1,High,Female,Medium
23.0,65.5,21.1,7.1,609.0,cluster_1,High,Female,High
18.0,58.5,13.3,4.2,610.0,cluster_1,High,Female,Medium
22.0,88.3,29.3,4.1,611.0,cluster_2,Low,Female,Low
21.0,69.8,9.4,6.1,612.0,cluster_0,Medium,Female,High
18.0,91.6,26.5,7.9,613.0,cluster_2,Low,Male,Medium
18.0,90.4,25.4,6.5,614.0,cluster_2,Low,Female,Low
18.0,86.1,8.4,4.7,615.0,cluster_2,Low,Female,Low
24.0,57.8,22.4,8.0,616.0,cluster_1,High,Male,Low
18.0,82.8,23.7,8.4,617.0,cluster_0,Medium,Female,Low
23.0,78.1,26.2,6.6,618.0,cluster_0,Medium,Male,Medium
20.0,82.1,26.9,6.5,619.0,cluster_0,Medium,Female,Low
24.0,73.0,22.8,5.4,620.0,cluster_0,Medium,Female,High
19.0,80.3,29.6,4.5,621.0,cluster_0,Medium,Male,Low
24.0,65.3,29.4,6.7,622.0,cluster_1,High,Female,Medium
23.0,85.0,7.8,7.9,623.0,cluster_2,Low,Male,Low
18.0,67.4,8.4,6.4,624.0,cluster_0,Medium,Female,High
21.0,52.4,17.9,6.7,625.0,cluster_1,High,Male,Medium
22.0,78.5,10.8,4.1,626.0,cluster_0,Medium,Female,Medium
19.0,75.4,10.9,7.7,627.0,cluster_0,Medium,Male,Medium
23.0,92.6,12.5,8.1,628.0,cluster_2,Low,Female,Low
24.0,50.2,21.1,7.4,629.0,cluster_1,High,Female,Medium
19.0,96.0,15.6,4.1,630.0,cluster_2,Low,Female,Low
21.0,80.4,29.8,7.5,631.0,cluster_0,Medium,Male,Low
22.0,75.4,12.1,6.0,632.0,cluster_0,Medium,Male,High
18.0,57.6,7.8,8.0,633.0,cluster_1,High,Female,Medium
19.0,52.1,22.0,4.3,634.0,cluster_1,High,Male,Medium
21.0,75.1,23.8,5.6,635.0,cluster_0,Medium,Male,Low
18.0,61.2,14.7,4.2,636.0,cluster_1,High,Male,Medium
21.0,58.9,11.7,4.5,637.0,cluster_1,High,Male,High
23.0,92.4,14.1,5.7,638.0,cluster_2,Low,Female,High
23.0,83.2,10.9,6.1,639.0,cluster_2,Low,Female,Medium
23.0,59.6,29.7,7.0,640.0,cluster_1,High,Male,Low
24.0,72.9,22.6,8.5,641.0,cluster_0,Medium,Female,Low
22.0,77.5,14.7,5.8,642.0,cluster_0,Medium,Male,Medium
24.0,72.9,23.8,5.7,643.0,cluster_0,Medium,Male,Low
20.0,69.9,16.7,7.1,644.0,cluster_0,Medium,Male,High
22.0,82.8,17.2,6.3,645.0,cluster_0,Medium,Female,Medium
24.0,82.0,24.3,8.3,646.0,cluster_0,Medium,Female,Low
22.0,94.6,9.5,5.8,647.0,cluster_2,Low,Male,Medium
19.0,78.4,8.0,7.3,648.0,cluster_0,Medium,Male,High
18.0,88.9,25.5,4.1,649.0,cluster_2,Low,Male,Low
23.0,57.1,21.8,8.1,650.0,cluster_1,High,Male,Medium
22.0,75.7,28.0,6.4,651.0,cluster_0,Medium,Female,Low
24.0,76.2,15.0,4.5,652.0,cluster_0,Medium,Female,Low
19.0,99.2,8.3,8.8,653.0,cluster_2,Low,Female,Low
24.0,99.6,29.4,5.5,654.0,cluster_2,Low,Male,High
22.0,73.7,16.9,6.4,655.0,cluster_0,Medium,Male,Low
21.0,66.0,19.3,4.8,656.0,cluster_1,High,Female,Medium
23.0,88.6,27.8,7.4,657.0,cluster_2,Low,Male,Medium
22.0,56.9,23.6,8.0,658.0,cluster_1,High,Male,Low
19.0,76.9,18.6,7.7,659.0,cluster_0,Medium,Male,Low
18.0,76.4,27.4,5.9,660.0,cluster_0,Medium,Female,Low
23.0,68.4,10.0,5.0,661.0,cluster_0,Medium,Male,Medium
19.0,91.2,10.7,7.4,662.0,cluster_2,Low,Female,Low
24.0,87.6,14.3,4.4,663.0,cluster_2,Low,Female,High
18.0,60.2,22.2,8.9,664.0,cluster_1,High,Male,Low
22.0,76.8,29.3,6.8,665.0,cluster_0,Medium,Male,High
18.0,51.0,10.2,4.8,666.0,cluster_1,High,Male,High
22.0,55.2,10.8,6.6,667.0,cluster_1,High,Male,Medium
18.0,61.5,24.2,6.5,668.0,cluster_1,High,Male,High
18.0,94.7,8.1,7.7,669.0,cluster_2,Low,Male,Low
24.0,87.7,5.2,6.8,670.0,cluster_2,Low,Male,Low
23.0,76.3,15.0,7.5,671.0,cluster_0,Medium,Male,Medium
23.0,55.3,22.4,7.0,672.0,cluster_1,High,Female,High
20.0,87.8,26.7,7.9,673.0,cluster_2,Low,Female,Low
24.0,66.5,26.8,4.8,674.0,cluster_0,Medium,Male,Low
23.0,58.6,11.6,8.4,675.0,cluster_1,High,Female,Medium
23.0,92.3,8.7,4.5,676.0,cluster_2,Low,Female,Medium
21.0,74.6,5.6,6.4,677.0,cluster_0,Medium,Female,High
18.0,78.8,10.4,7.7,678.0,cluster_0,Medium,Female,Medium
21.0,91.1,16.0,5.4,679.0,cluster_2,Low,Male,Low
21.0,64.5,12.7,7.4,680.0,cluster_1,High,Male,Medium
21.0,91.9,8.8,8.0,681.0,cluster_2,Low,Female,High
20.0,93.0,24.1,5.8,682.0,cluster_2,Low,Female,Medium
22.0,99.4,18.5,7.9,683.0,cluster_2,Low,Female,High
18.0,53.5,22.2,6.1,684.0,cluster_1,High,Male,Low
19.0,94.8,20.2,5.2,685.0,cluster_2,Low,Male,Low
20.0,98.7,26.3,7.6,686.0,cluster_2,Low,Male,Medium
21.0,60.1,17.0,5.2,687.0,cluster_1,High,Female,Low
23.0,64.8,11.0,4.2,688.0,cluster_1,High,Female,High
20.0,91.9,25.7,5.5,689.0,cluster_2,Low,Male,Low
23.0,77.1,29.6,4.3,690.0,cluster_0,Medium,Female,High
19.0,94.8,18.7,4.9,691.0,cluster_2,Low,Male,High
22.0,74.1,20.7,4.9,692.0,cluster_0,Medium,Female,Medium
18.0,78.2,23.6,7.0,693.0,cluster_0,Medium,Female,Medium
18.0,62.0,16.9,7.3,694.0,cluster_1,High,Male,Low
20.0,50.9,25.8,6.1,695.0,cluster_1,High,Male,Medium
22.0,89.9,5.9,9.0,696.0,cluster_2,Low,Female,Low
21.0,88.8,10.2,5.9,697.0,cluster_2,Low,Female,Low
22.0,95.6,17.9,5.0,698.0,cluster_2,Low,Female,Low
22.0,85.7,23.9,4.7,699.0,cluster_2,Low,Male,High
18.0,59.1,13.6,5.0,700.0,cluster_1,High,Female,Medium
20.0,79.6,17.0,9.0,701.0,cluster_0,Medium,Male,Medium
21.0,94.0,7.9,6.2,702.0,cluster_2,Low,Female,Low
19.0,78.1,11.2,8.7,703.0,cluster_0,Medium,Female,Medium
22.0,93.8,23.3,7.6,704.0,cluster_2,Low,Female,Low
18.0,93.6,6.9,5.0,705.0,cluster_2,Low,Male,High
18.0,61.0,29.1,4.9,706.0,cluster_1,High,Female,High
24.0,72.0,27.4,7.0,707.0,cluster_0,Medium,Female,Medium
19.0,58.7,7.0,4.1,708.0,cluster_1,High,Female,Low
23.0,59.0,25.6,6.9,709.0,cluster_1,High,Female,High
18.0,74.4,7.6,8.1,710.0,cluster_0,Medium,Male,Low
18.0,98.0,25.7,7.9,711.0,cluster_2,Low,Male,High
21.0,92.7,8.8,5.1,712.0,cluster_2,Low,Male,Medium
24.0,50.2,10.3,6.9,713.0,cluster_1,High,Male,Low
20.0,54.3,28.2,8.8,714.0,cluster_1,High,Female,Low
22.0,58.1,12.5,4.9,715.0,cluster_1,High,Female,Medium
23.0,89.3,10.3,5.6,716.0,cluster_2,Low,Male,Medium
23.0,82.5,16.5,6.0,717.0,cluster_0,Medium,Female,High
20.0,69.1,28.6,4.9,718.0,cluster_0,Medium,Female,Low
21.0,68.6,20.3,5.4,719.0,cluster_0,Medium,Female,Low
22.0,73.9,25.2,4.1,720.0,cluster_0,Medium,Female,High
20.0,55.4,24.5,7.1,721.0,cluster_1,High,Female,Medium
18.0,77.8,13.1,4.2,722.0,cluster_0,Medium,Female,Low
23.0,67.8,7.3,5.9,723.0,cluster_0,Medium,Female,Low
19.0,86.3,7.2,4.6,724.0,cluster_2,Low,Male,High
20.0,95.9,23.0,6.3,725.0,cluster_2,Low,Female,Medium
20.0,97.4,8.6,5.4,726.0,cluster_2,Low,Female,Medium
23.0,95.3,29.8,5.0,727.0,cluster_2,Low,Female,Medium
21.0,93.6,26.8,4.8,728.0,cluster_2,Low,Female,High
21.0,71.7,11.1,5.1,729.0,cluster_0,Medium,Female,Low
20.0,72.8,28.2,8.7,730.0,cluster_0,Medium,Female,High
20.0,88.0,15.6,6.7,731.0,cluster_2,Low,Female,Medium
21.0,54.3,12.0,5.2,732.0,cluster_1,High,Male,Medium
20.0,65.0,23.8,7.3,733.0,cluster_1,High,Female,High
21.0,79.7,9.0,5.5,734.0,cluster_0,Medium,Male,Low
23.0,54.8,11.4,5.3,735.0,cluster_1,High,Male,Low
24.0,62.4,7.2,8.3,736.0,cluster_1,High,Male,Medium
24.0,56.5,12.4,7.7,737.0,cluster_1,High,Female,Medium
21.0,66.6,8.4,4.6,738.0,cluster_1,High,Female,Medium
19.0,86.5,10.2,7.7,739.0,cluster_2,Low,Female,Medium
19.0,82.7,13.6,7.8,740.0,cluster_0,Medium,Male,Medium
22.0,53.0,7.3,4.9,741.0,cluster_1,High,Female,Medium
19.0,66.7,14.0,6.1,742.0,cluster_1,High,Female,Medium
23.0,98.9,13.1,7.6,743.0,cluster_2,Low,Male,Low
22.0,53.5,15.4,4.9,744.0,cluster_1,High,Male,Low
19.0,63.9,8.9,8.5,745.0,cluster_1,High,Male,High
23.0,97.1,17.7,5.1,746.0,cluster_2,Low,Female,Low
21.0,55.3,28.6,4.5,747.0,cluster_1,High,Male,Medium
19.0,64.6,9.2,5.6,748.0,cluster_1,High,Female,Medium
22.0,56.1,8.0,7.5,749.0,cluster_1,High,Male,Medium
18.0,64.1,9.9,7.1,750.0,cluster_1,High,Female,Low
22.0,66.4,20.5,6.7,751.0,cluster_1,High,Female,Medium
23.0,90.9,11.1,4.6,752.0,cluster_2,Low,Male,High
21.0,94.1,20.7,6.5,753.0,cluster_2,Low,Male,Medium
19.0,98.7,12.5,5.7,754.0,cluster_2,Low,Male,Low
22.0,84.2,29.7,6.4,755.0,cluster_2,Low,Female,Medium
19.0,57.4,14.4,8.8,756.0,cluster_1,High,Male,Low
19.0,59.8,10.0,5.9,757.0,cluster_1,High,Female,Medium
19.0,56.4,6.1,6.8,758.0,cluster_1,High,Female,Low
24.0,66.5,14.4,8.4,759.0,cluster_1,High,Female,High
24.0,100.0,6.9,8.4,760.0,cluster_2,Low,Male,Low
22.0,97.8,21.1,7.4,761.0,cluster_2,Low,Male,Medium
19.0,90.2,9.1,4.3,762.0,cluster_2,Low,Male,High
24.0,51.1,6.7,6.4,763.0,cluster_1,High,Male,High
23.0,59.0,23.0,8.9,764.0,cluster_1,High,Female,Medium
24.0,62.8,17.8,7.8,765.0,cluster_1,High,Male,High
22.0,51.4,27.7,4.6,766.0,cluster_1,High,Male,Medium
21.0,95.4,15.5,7.0,767.0,cluster_2,Low,Male,Low
24.0,72.8,5.2,5.5,768.0,cluster_0,Medium,Male,High
23.0,53.9,22.8,8.1,769.0,cluster_1,High,Female,Medium
19.0,74.9,6.2,4.2,770.0,cluster_0,Medium,Male,Low
23.0,76.2,12.0,7.3,771.0,cluster_0,Medium,Male,Low
22.0,84.7,26.8,4.8,772.0,cluster_2,Low,Male,High
24.0,53.5,22.0,5.8,773.0,cluster_1,High,Male,High
20.0,51.8,7.8,5.8,774.0,cluster_1,High,Female,Low
18.0,56.8,14.0,7.0,775.0,cluster_1,High,Female,High
24.0,54.5,21.2,6.8,776.0,cluster_1,High,Male,Low
22.0,84.7,18.1,5.1,777.0,cluster_2,Low,Male,Low
18.0,53.9,10.6,4.9,778.0,cluster_1,High,Female,Low
22.0,79.4,23.8,5.1,779.0,cluster_0,Medium,Female,High
20.0,78.8,9.9,6.4,780.0,cluster_0,Medium,Male,High
23.0,98.9,13.0,6.4,781.0,cluster_2,Low,Male,Low
19.0,60.1,24.0,6.6,782.0,cluster_1,High,Female,Low
19.0,69.2,19.6,4.3,783.0,cluster_0,Medium,Female,Medium
24.0,79.6,23.7,4.3,784.0,cluster_0,Medium,Male,Medium
22.0,82.5,12.3,6.9,785.0,cluster_0,Medium,Male,Low
24.0,81.3,12.9,4.8,786.0,cluster_0,Medium,Male,Medium
23.0,88.7,13.7,8.8,787.0,cluster_2,Low,Female,Low
22.0,73.3,16.6,4.1,788.0,cluster_0,Medium,Male,Medium
19.0,66.1,17.5,5.7,789.0,cluster_1,High,Male,Medium
