Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Sales
2022-04-09,S005,P0009,Furniture,East,486,417.0,20.0,434.33,40.72,15,Snowy,1,43.01,Summer,16980.239999999998
2022-04-09,S005,P0010,Groceries,North,299,138.0,55.0,151.22,12.57,0,Cloudy,1,11.92,Autumn,1734.66
2022-04-09,S005,P0011,Clothing,South,462,405.0,126.0,397.9,93.89,20,Sunny,0,92.02,Spring,38025.45
2022-04-09,S005,P0012,Furniture,North,53,20.0,74.0,30.02,24.35,15,Rainy,1,29.16,Spring,487.0
2022-04-09,S005,P0013,Electronics,North,355,93.0,195.0,105.82,57.95,5,Snowy,1,60.11,Summer,5389.35
2022-04-09,S005,P0014,Clothing,North,300,71.0,56.0,84.25,45.02,10,Snowy,0,46.56,Summer,3196.42
2022-04-09,S005,P0015,Electronics,South,240,128.0,145.0,131.23,60.49,15,Sunny,0,62.69,Summer,7742.72
2022-04-09,S005,P0016,Electronics,South,332,17.0,99.0,8.99,11.38,5,Cloudy,0,7.45,Spring,193.46
2022-04-09,S005,P0017,Furniture,South,208,139.0,149.0,155.04,31.02,10,Cloudy,1,33.68,Summer,4311.78
2022-04-09,S005,P0018,Clothing,South,476,444.0,146.0,435.81,95.8,15,Sunny,0,95.51,Spring,42535.2
2022-04-09,S005,P0019,Groceries,West,302,100.0,127.0,101.95,47.37,5,Rainy,1,44.53,Winter,4737.0
2022-04-09,S005,P0020,Electronics,East,142,123.0,163.0,136.99,39.99,15,Cloudy,0,41.22,Winter,4918.77
2022-04-10,S001,P0001,Groceries,East,292,282.0,200.0,301.68,96.48,5,Sunny,0,92.65,Summer,27207.36
2022-04-10,S001,P0002,Electronics,North,232,31.0,37.0,26.03,88.0,5,Snowy,1,90.31,Winter,2728.0
2022-04-10,S001,P0003,Clothing,West,60,48.0,30.0,49.26,94.62,10,Rainy,1,93.01,Spring,4541.76
2022-04-10,S001,P0004,Furniture,South,320,46.0,174.0,55.26,26.2,15,Cloudy,1,21.34,Autumn,1205.2
2022-04-10,S001,P0005,Furniture,West,71,23.0,166.0,28.45,81.55,5,Cloudy,1,83.37,Summer,1875.6499999999999
2022-04-10,S001,P0006,Furniture,West,132,131.0,187.0,128.52,92.74,10,Cloudy,1,91.15,Spring,12148.939999999999
2022-04-10,S001,P0007,Toys,North,431,267.0,97.0,280.9,27.37,0,Rainy,0,27.36,Winter,7307.79
2022-04-10,S001,P0008,Furniture,East,154,37.0,72.0,53.43,92.11,10,Sunny,1,96.91,Summer,3408.07
2022-04-10,S001,P0009,Clothing,East,146,111.0,106.0,108.6,13.0,15,Sunny,1,13.81,Autumn,1443.0
2022-04-10,S001,P0010,Toys,West,94,36.0,46.0,54.82,79.2,15,Rainy,0,79.11,Winter,2851.2000000000003
2022-04-10,S001,P0011,Clothing,West,204,188.0,184.0,204.45,17.2,5,Cloudy,1,19.02,Winter,3233.6
2022-04-10,S001,P0012,Electronics,East,115,67.0,42.0,74.24,13.03,20,Cloudy,0,9.67,Winter,873.01
2022-04-10,S001,P0013,Clothing,North,335,108.0,41.0,127.98,42.3,20,Sunny,1,37.81,Winter,4568.4
2022-04-10,S001,P0014,Groceries,North,334,120.0,187.0,138.29,44.7,15,Cloudy,1,46.18,Summer,5364.0
2022-04-10,S001,P0015,Groceries,West,421,198.0,52.0,211.53,76.15,10,Rainy,0,75.04,Autumn,15077.7
2022-04-10,S001,P0016,Electronics,East,110,10.0,130.0,28.47,35.4,0,Snowy,0,35.42,Summer,354.0
2022-04-10,S001,P0017,Groceries,West,240,50.0,70.0,51.65,50.04,0,Sunny,0,50.66,Autumn,2502.0
2022-04-10,S001,P0018,Electronics,North,268,189.0,40.0,182.94,48.32,20,Sunny,0,50.72,Autumn,9132.48
2022-04-10,S001,P0019,Groceries,South,416,141.0,31.0,134.24,65.37,15,Cloudy,0,69.93,Winter,9217.17
2022-04-10,S001,P0020,Furniture,North,366,277.0,83.0,295.44,54.29,10,Cloudy,0,54.18,Spring,15038.33
2022-04-10,S002,P0001,Clothing,West,364,320.0,171.0,334.27,90.38,0,Sunny,0,89.73,Summer,28921.6
2022-04-10,S002,P0002,Groceries,East,224,156.0,191.0,165.87,86.77,20,Cloudy,0,89.77,Spring,13536.119999999999
2022-04-10,S002,P0003,Clothing,East,392,346.0,171.0,343.39,88.43,15,Snowy,1,87.72,Summer,30596.780000000002
2022-04-10,S002,P0004,Electronics,West,215,128.0,198.0,134.83,39.39,20,Cloudy,1,43.46,Summer,5041.92
2022-04-10,S002,P0005,Toys,North,186,107.0,53.0,108.09,35.13,20,Snowy,0,32.65,Summer,3758.9100000000003
2022-04-10,S002,P0006,Clothing,South,215,55.0,29.0,63.82,16.13,15,Cloudy,1,12.93,Summer,887.15
2022-04-10,S002,P0007,Groceries,South,411,111.0,137.0,122.13,17.39,5,Cloudy,0,19.29,Summer,1930.29
2022-04-10,S002,P0008,Toys,West,104,44.0,70.0,58.57,15.58,10,Rainy,1,16.17,Spring,685.52
2022-04-10,S002,P0009,Clothing,North,473,143.0,191.0,142.41,30.49,15,Cloudy,1,31.9,Autumn,4360.07
2022-04-10,S002,P0010,Clothing,North,120,87.0,130.0,78.51,66.79,20,Sunny,0,70.84,Autumn,5810.7300000000005
2022-04-10,S002,P0011,Toys,South,378,43.0,87.0,61.08,93.8,10,Rainy,0,97.1,Spring,4033.4
2022-04-10,S002,P0012,Groceries,West,500,61.0,168.0,80.63,91.83,5,Sunny,0,93.59,Autumn,5601.63
2022-04-10,S002,P0013,Toys,North,239,111.0,50.0,107.56,22.88,20,Sunny,1,24.98,Autumn,2539.68
2022-04-10,S002,P0014,Toys,South,413,366.0,27.0,362.16,99.45,15,Sunny,1,99.12,Summer,36398.700000000004
2022-04-10,S002,P0015,Clothing,West,338,77.0,143.0,89.56,11.35,15,Sunny,0,10.93,Summer,873.9499999999999
2022-04-10,S002,P0016,Electronics,East,121,25.0,92.0,17.92,46.28,10,Rainy,1,45.9,Summer,1157.0
2022-04-10,S002,P0017,Clothing,South,383,40.0,25.0,30.49,11.9,15,Sunny,0,9.64,Spring,476.0
2022-04-10,S002,P0018,Toys,North,491,160.0,63.0,172.7,28.4,10,Rainy,1,25.15,Winter,4544.0
2022-04-10,S002,P0019,Toys,North,424,63.0,98.0,58.25,52.12,10,Snowy,0,47.92,Spring,3283.56
2022-04-10,S002,P0020,Toys,West,235,11.0,40.0,29.42,20.34,20,Cloudy,1,17.16,Autumn,223.74
2022-04-10,S003,P0001,Toys,North,349,163.0,172.0,175.7,98.19,5,Sunny,1,96.7,Summer,16004.97
2022-04-10,S003,P0002,Clothing,South,168,90.0,138.0,98.78,49.94,5,Snowy,1,49.0,Summer,4494.599999999999
2022-04-10,S003,P0003,Electronics,East,160,106.0,150.0,106.79,81.08,5,Sunny,1,82.86,Autumn,8594.48
2022-04-10,S003,P0004,Groceries,West,91,78.0,121.0,68.35,23.45,10,Sunny,0,26.73,Winter,1829.1
2022-04-10,S003,P0005,Groceries,East,230,82.0,166.0,93.6,35.33,15,Rainy,0,31.85,Summer,2897.06
2022-04-10,S003,P0006,Toys,South,258,165.0,31.0,160.01,66.51,15,Rainy,0,67.6,Spring,10974.150000000001
2022-04-10,S003,P0007,Groceries,North,483,45.0,113.0,63.7,17.21,20,Sunny,0,14.75,Autumn,774.45
2022-04-10,S003,P0008,Toys,South,304,288.0,36.0,298.1,21.95,15,Cloudy,1,17.54,Autumn,6321.599999999999
2022-04-10,S003,P0009,Toys,West,105,51.0,47.0,62.36,14.84,15,Rainy,1,13.49,Autumn,756.84
2022-04-10,S003,P0010,Clothing,North,456,316.0,147.0,319.55,57.88,0,Rainy,1,54.08,Summer,18290.08
2022-04-10,S003,P0011,Clothing,South,485,230.0,43.0,225.8,46.02,5,Snowy,0,41.57,Autumn,10584.6
2022-04-10,S003,P0012,Furniture,North,249,107.0,38.0,112.74,92.45,10,Sunny,1,92.66,Spring,9892.15
2022-04-10,S003,P0013,Toys,North,139,2.0,74.0,8.51,89.79,20,Sunny,1,87.09,Winter,179.58
2022-04-10,S003,P0014,Furniture,North,174,13.0,94.0,26.51,14.62,0,Cloudy,0,14.49,Winter,190.06
2022-04-10,S003,P0015,Electronics,South,404,246.0,97.0,264.15,43.3,20,Rainy,0,38.37,Spring,10651.8
2022-04-10,S003,P0016,Groceries,West,216,28.0,91.0,23.94,32.15,20,Cloudy,0,34.04,Summer,900.1999999999999
2022-04-10,S003,P0017,Clothing,West,176,169.0,188.0,188.26,23.01,15,Snowy,1,18.44,Summer,3888.69
2022-04-10,S003,P0018,Groceries,South,141,80.0,56.0,76.18,97.05,20,Snowy,1,100.0,Summer,7764.0
2022-04-10,S003,P0019,Groceries,East,299,0.0,165.0,19.56,12.53,20,Cloudy,0,16.78,Summer,0.0
2022-04-10,S003,P0020,Clothing,East,91,17.0,154.0,32.71,42.75,20,Rainy,0,43.47,Spring,726.75
2022-04-10,S004,P0001,Clothing,West,270,249.0,56.0,244.47,22.12,15,Snowy,0,23.5,Autumn,5507.88
2022-04-10,S004,P0002,Electronics,West,356,272.0,136.0,286.39,58.03,15,Sunny,1,61.76,Spring,15784.16
2022-04-10,S004,P0003,Toys,North,275,174.0,50.0,181.95,28.23,10,Sunny,0,29.69,Spring,4912.02
2022-04-10,S004,P0004,Toys,West,279,242.0,170.0,254.59,42.18,10,Snowy,0,44.63,Summer,10207.56
2022-04-10,S004,P0005,Groceries,North,449,438.0,193.0,443.82,77.64,0,Rainy,1,80.21,Winter,34006.32
2022-04-10,S004,P0006,Clothing,South,109,26.0,113.0,26.33,68.09,10,Cloudy,1,70.15,Summer,1770.3400000000001
2022-04-10,S004,P0007,Groceries,South,288,80.0,148.0,72.77,96.4,10,Rainy,1,96.15,Summer,7712.0
2022-04-10,S004,P0008,Electronics,South,436,363.0,49.0,357.82,67.86,20,Rainy,0,70.97,Autumn,24633.18
2022-04-10,S004,P0009,Furniture,North,307,93.0,199.0,105.75,44.75,10,Sunny,0,44.22,Autumn,4161.75
2022-04-10,S004,P0010,Electronics,West,391,102.0,159.0,115.15,30.37,15,Cloudy,0,32.01,Winter,3097.7400000000002
2022-04-10,S004,P0011,Clothing,North,366,60.0,135.0,68.15,52.42,0,Sunny,1,53.47,Autumn,3145.2000000000003
2022-04-10,S004,P0012,Electronics,West,240,80.0,38.0,81.79,87.48,15,Snowy,1,85.13,Autumn,6998.400000000001
2022-04-10,S004,P0013,Clothing,South,190,22.0,162.0,21.85,32.71,15,Snowy,1,32.43,Spring,719.62
2022-04-10,S004,P0014,Furniture,West,69,47.0,198.0,41.53,56.04,10,Rainy,0,55.22,Winter,2633.88
2022-04-10,S004,P0015,Clothing,East,166,1.0,82.0,2.84,36.45,5,Sunny,0,40.98,Autumn,36.45
2022-04-10,S004,P0016,Clothing,East,464,67.0,85.0,85.79,55.08,5,Rainy,0,58.92,Winter,3690.3599999999997
2022-04-10,S004,P0017,Furniture,North,264,237.0,43.0,236.52,29.19,15,Sunny,1,33.18,Spring,6918.030000000001
2022-04-10,S004,P0018,Groceries,North,133,30.0,48.0,48.19,15.54,0,Cloudy,1,13.97,Summer,466.2
2022-04-10,S004,P0019,Electronics,South,358,238.0,95.0,235.52,86.12,20,Rainy,1,90.16,Spring,20496.56
2022-04-10,S004,P0020,Clothing,North,332,135.0,196.0,139.88,33.88,15,Cloudy,1,36.18,Summer,4573.8
2022-04-10,S005,P0001,Toys,South,62,23.0,90.0,15.95,36.25,15,Sunny,0,37.33,Winter,833.75
2022-04-10,S005,P0002,Groceries,West,166,70.0,158.0,64.29,74.39,0,Snowy,0,78.02,Spring,5207.3
2022-04-10,S005,P0003,Toys,West,382,159.0,33.0,168.76,46.12,10,Sunny,0,42.45,Winter,7333.08
2022-04-10,S005,P0004,Furniture,South,396,346.0,53.0,352.53,71.67,10,Sunny,1,74.53,Summer,24797.82
2022-04-10,S005,P0005,Clothing,South,344,325.0,130.0,322.55,65.32,15,Snowy,1,67.52,Summer,21228.999999999996
2022-04-10,S005,P0006,Toys,North,144,68.0,56.0,60.56,80.94,10,Sunny,0,78.23,Spring,5503.92
2022-04-10,S005,P0007,Toys,South,405,176.0,34.0,185.81,69.46,15,Sunny,1,67.8,Autumn,12224.96
2022-04-10,S005,P0008,Electronics,North,439,102.0,63.0,103.07,33.36,15,Snowy,1,29.14,Summer,3402.72
2022-04-10,S005,P0009,Clothing,West,363,220.0,154.0,215.46,88.15,5,Rainy,0,83.69,Spring,19393.0
2022-04-10,S005,P0010,Furniture,North,451,396.0,118.0,393.87,48.74,0,Sunny,0,46.92,Winter,19301.04
2022-04-10,S005,P0011,Clothing,West,172,72.0,21.0,72.7,31.46,10,Sunny,1,27.03,Spring,2265.12
2022-04-10,S005,P0012,Furniture,East,84,12.0,103.0,2.62,33.18,0,Cloudy,1,31.87,Winter,398.15999999999997
2022-04-10,S005,P0013,Toys,South,186,114.0,104.0,126.39,19.09,5,Rainy,0,18.28,Autumn,2176.2599999999998
2022-04-10,S005,P0014,Clothing,East,387,354.0,25.0,367.53,84.45,20,Snowy,1,80.93,Spring,29895.3
2022-04-10,S005,P0015,Toys,North,261,186.0,102.0,176.29,55.7,5,Sunny,0,52.8,Summer,10360.2
2022-04-10,S005,P0016,Furniture,East,404,362.0,85.0,377.25,42.14,5,Sunny,0,38.97,Summer,15254.68
2022-04-10,S005,P0017,Groceries,West,205,74.0,193.0,78.36,94.89,15,Sunny,1,96.57,Winter,7021.86
2022-04-10,S005,P0018,Groceries,East,153,50.0,191.0,59.26,23.29,20,Sunny,0,20.68,Winter,1164.5
2022-04-10,S005,P0019,Electronics,North,296,19.0,84.0,27.11,24.23,5,Sunny,0,28.76,Winter,460.37
2022-04-10,S005,P0020,Furniture,North,133,102.0,109.0,103.49,41.8,10,Cloudy,1,37.13,Summer,4263.599999999999
2022-04-11,S001,P0001,Groceries,South,376,358.0,192.0,367.23,46.43,0,Rainy,1,50.45,Spring,16621.94
2022-04-11,S001,P0002,Groceries,South,461,131.0,40.0,141.24,93.75,10,Cloudy,0,98.7,Spring,12281.25
2022-04-11,S001,P0003,Groceries,South,276,260.0,55.0,253.29,29.57,20,Snowy,0,25.86,Spring,7688.2
2022-04-11,S001,P0004,Electronics,North,103,59.0,99.0,78.42,70.74,0,Sunny,1,66.27,Summer,4173.66
2022-04-11,S001,P0005,Clothing,West,84,59.0,172.0,67.83,93.89,20,Cloudy,1,97.0,Summer,5539.51
2022-04-11,S001,P0006,Groceries,East,217,181.0,104.0,184.43,67.92,15,Sunny,0,63.58,Winter,12293.52
2022-04-11,S001,P0007,Groceries,East,495,444.0,117.0,451.71,14.42,10,Sunny,0,14.0,Spring,6402.48
2022-04-11,S001,P0008,Furniture,North,156,16.0,38.0,24.71,73.9,20,Snowy,0,74.43,Autumn,1182.4
2022-04-11,S001,P0009,Groceries,North,96,54.0,193.0,70.97,16.01,20,Snowy,1,16.48,Summer,864.5400000000001
2022-04-11,S001,P0010,Clothing,East,339,71.0,147.0,63.24,80.76,10,Cloudy,1,85.01,Autumn,5733.96
2022-04-11,S001,P0011,Toys,West,99,5.0,177.0,22.94,86.69,10,Cloudy,0,85.01,Winter,433.45
2022-04-11,S001,P0012,Toys,East,480,353.0,35.0,354.69,33.71,5,Snowy,1,30.04,Autumn,11899.630000000001
2022-04-11,S001,P0013,Electronics,West,482,185.0,175.0,177.47,68.28,15,Snowy,1,66.31,Autumn,12631.800000000001
2022-04-11,S001,P0014,Electronics,East,339,338.0,183.0,341.64,25.36,20,Cloudy,1,25.35,Winter,8571.68
2022-04-11,S001,P0015,Clothing,East,240,199.0,95.0,189.49,29.15,10,Rainy,1,24.86,Summer,5800.849999999999
2022-04-11,S001,P0016,Groceries,South,201,192.0,84.0,207.12,96.14,0,Snowy,1,95.57,Autumn,18458.88
2022-04-11,S001,P0017,Electronics,South,79,11.0,75.0,5.84,57.75,0,Rainy,1,56.5,Summer,635.25
2022-04-11,S001,P0018,Groceries,East,100,98.0,166.0,110.05,86.9,10,Snowy,1,83.38,Summer,8516.2
2022-04-11,S001,P0019,Furniture,South,142,104.0,78.0,113.68,24.07,20,Rainy,0,25.61,Autumn,2503.28
2022-04-11,S001,P0020,Clothing,West,301,47.0,66.0,47.54,70.59,0,Snowy,1,69.41,Winter,3317.73
2022-04-11,S002,P0001,Clothing,West,192,155.0,115.0,152.28,77.07,5,Cloudy,1,78.24,Summer,11945.849999999999
2022-04-11,S002,P0002,Electronics,East,414,110.0,154.0,106.44,37.95,15,Sunny,0,36.39,Summer,4174.5
2022-04-11,S002,P0003,Electronics,South,57,4.0,71.0,15.63,79.47,10,Snowy,1,74.52,Spring,317.88
2022-04-11,S002,P0004,Toys,East,138,69.0,44.0,59.94,61.13,10,Cloudy,0,58.78,Winter,4217.97
2022-04-11,S002,P0005,Electronics,East,186,132.0,56.0,142.15,66.7,15,Sunny,0,66.22,Winter,8804.4
2022-04-11,S002,P0006,Clothing,South,355,236.0,52.0,238.21,87.03,20,Rainy,0,85.94,Winter,20539.08
2022-04-11,S002,P0007,Groceries,South,474,252.0,133.0,261.57,77.6,15,Rainy,1,79.72,Spring,19555.199999999997
2022-04-11,S002,P0008,Clothing,East,176,77.0,96.0,87.4,58.09,0,Snowy,1,62.05,Autumn,4472.93
2022-04-11,S002,P0009,Furniture,East,164,142.0,81.0,134.14,79.54,10,Rainy,1,76.31,Spring,11294.68
2022-04-11,S002,P0010,Toys,South,202,27.0,195.0,40.64,18.64,0,Rainy,0,14.33,Winter,503.28000000000003
2022-04-11,S002,P0011,Electronics,West,198,5.0,54.0,-1.29,60.27,10,Rainy,0,62.26,Spring,301.35
2022-04-11,S002,P0012,Electronics,West,107,43.0,130.0,47.13,74.51,0,Snowy,1,77.66,Winter,3203.9300000000003
2022-04-11,S002,P0013,Clothing,North,338,36.0,30.0,30.27,44.54,15,Snowy,1,39.88,Autumn,1603.44
2022-04-11,S002,P0014,Furniture,South,76,74.0,186.0,75.95,85.37,10,Sunny,0,85.07,Spring,6317.38
2022-04-11,S002,P0015,Groceries,North,284,18.0,99.0,37.35,36.83,15,Rainy,0,35.55,Spring,662.9399999999999
2022-04-11,S002,P0016,Toys,North,482,476.0,86.0,470.62,13.65,20,Snowy,1,13.08,Autumn,6497.400000000001
2022-04-11,S002,P0017,Clothing,South,131,97.0,187.0,104.89,19.37,5,Rainy,1,17.21,Autumn,1878.89
2022-04-11,S002,P0018,Toys,East,366,170.0,123.0,171.85,15.6,20,Snowy,0,12.01,Winter,2652.0
2022-04-11,S002,P0019,Toys,West,273,259.0,102.0,253.57,17.38,5,Sunny,0,19.93,Summer,4501.42
2022-04-11,S002,P0020,Electronics,West,294,125.0,60.0,115.58,29.07,15,Snowy,0,27.54,Winter,3633.75
2022-04-11,S003,P0001,Groceries,South,179,44.0,125.0,39.71,47.54,20,Sunny,0,43.02,Winter,2091.7599999999998
2022-04-11,S003,P0002,Toys,West,316,8.0,90.0,27.61,13.91,5,Sunny,1,16.6,Summer,111.28
2022-04-11,S003,P0003,Toys,East,93,13.0,89.0,3.37,25.61,10,Sunny,0,27.67,Autumn,332.93
2022-04-11,S003,P0004,Clothing,West,175,38.0,193.0,33.61,56.51,10,Sunny,1,58.56,Winter,2147.38
2022-04-11,S003,P0005,Toys,East,245,134.0,146.0,124.41,90.04,0,Rainy,0,85.59,Winter,12065.36
2022-04-11,S003,P0006,Groceries,South,498,445.0,156.0,446.93,32.85,10,Rainy,0,32.82,Winter,14618.25
2022-04-11,S003,P0007,Toys,North,325,121.0,45.0,113.48,74.28,20,Snowy,0,71.39,Autumn,8987.880000000001
2022-04-11,S003,P0008,Electronics,North,264,155.0,67.0,166.5,51.47,15,Rainy,0,48.08,Autumn,7977.849999999999
2022-04-11,S003,P0009,Groceries,West,382,299.0,132.0,317.78,80.73,15,Rainy,1,85.64,Summer,24138.27
2022-04-11,S003,P0010,Furniture,East,242,92.0,160.0,89.52,98.02,10,Cloudy,1,94.79,Summer,9017.84
2022-04-11,S003,P0011,Electronics,North,335,201.0,126.0,220.52,37.69,0,Snowy,1,41.02,Winter,7575.69
2022-04-11,S003,P0012,Electronics,East,269,71.0,187.0,86.29,23.12,10,Sunny,1,19.48,Autumn,1641.52
2022-04-11,S003,P0013,Electronics,West,286,100.0,173.0,110.6,26.19,5,Snowy,0,28.73,Winter,2619.0
2022-04-11,S003,P0014,Groceries,North,110,75.0,171.0,80.93,55.5,5,Snowy,1,59.43,Summer,4162.5
2022-04-11,S003,P0015,Toys,South,429,228.0,49.0,225.6,84.06,20,Cloudy,1,87.29,Winter,19165.68
2022-04-11,S003,P0016,Clothing,South,297,106.0,84.0,97.64,24.51,20,Snowy,0,28.83,Winter,2598.06
2022-04-11,S003,P0017,Clothing,West,408,159.0,186.0,165.63,69.12,0,Snowy,1,64.51,Summer,10990.08
2022-04-11,S003,P0018,Furniture,North,420,322.0,27.0,330.22,43.78,5,Rainy,1,47.47,Spring,14097.16
2022-04-11,S003,P0019,Electronics,South,75,63.0,164.0,78.34,60.41,0,Sunny,1,59.91,Winter,3805.83
2022-04-11,S003,P0020,Clothing,North,444,332.0,143.0,327.12,62.85,0,Sunny,0,61.97,Spring,20866.2
2022-04-11,S004,P0001,Electronics,North,424,220.0,182.0,219.24,28.56,10,Rainy,1,32.17,Summer,6283.2
2022-04-11,S004,P0002,Groceries,North,452,343.0,24.0,360.15,92.62,20,Sunny,0,94.16,Spring,31768.66
2022-04-11,S004,P0003,Electronics,North,263,254.0,128.0,252.04,34.56,20,Sunny,1,37.18,Summer,8778.24
2022-04-11,S004,P0004,Groceries,South,171,76.0,175.0,71.62,11.64,10,Cloudy,1,8.0,Autumn,884.6400000000001
2022-04-11,S004,P0005,Clothing,West,147,125.0,183.0,126.91,71.45,20,Sunny,0,72.63,Summer,8931.25
2022-04-11,S004,P0006,Furniture,West,489,302.0,36.0,321.31,56.71,15,Snowy,0,60.37,Summer,17126.420000000002
2022-04-11,S004,P0007,Clothing,South,128,96.0,194.0,95.33,78.84,5,Cloudy,0,82.6,Summer,7568.64
2022-04-11,S004,P0008,Furniture,East,341,47.0,194.0,50.64,73.4,0,Sunny,0,76.78,Summer,3449.8
2022-04-11,S004,P0009,Furniture,South,184,40.0,192.0,33.4,87.58,10,Cloudy,1,91.81,Spring,3503.2
2022-04-11,S004,P0010,Furniture,East,320,290.0,106.0,283.12,51.25,0,Cloudy,0,53.87,Autumn,14862.5
2022-04-11,S004,P0011,Toys,North,430,299.0,139.0,289.91,74.8,0,Sunny,1,77.95,Winter,22365.2
2022-04-11,S004,P0012,Toys,North,189,157.0,77.0,151.32,12.8,0,Cloudy,1,10.02,Winter,2009.6000000000001
2022-04-11,S004,P0013,Furniture,East,166,17.0,151.0,10.43,65.85,5,Sunny,0,68.91,Summer,1119.4499999999998
2022-04-11,S004,P0014,Toys,South,141,134.0,139.0,127.27,19.73,20,Cloudy,0,19.97,Spring,2643.82
2022-04-11,S004,P0015,Groceries,North,435,212.0,165.0,204.38,40.92,15,Rainy,1,40.03,Summer,8675.04
2022-04-11,S004,P0016,Clothing,North,409,224.0,90.0,224.02,96.28,0,Rainy,0,97.48,Winter,21566.72
2022-04-11,S004,P0017,Toys,West,472,305.0,115.0,316.74,71.56,10,Snowy,1,66.61,Spring,21825.8
2022-04-11,S004,P0018,Clothing,South,402,213.0,145.0,217.93,74.49,5,Cloudy,0,72.95,Spring,15866.369999999999
2022-04-11,S004,P0019,Toys,South,233,157.0,191.0,163.91,90.68,5,Rainy,1,88.65,Autumn,14236.76
2022-04-11,S004,P0020,Electronics,West,286,42.0,200.0,38.3,18.15,20,Cloudy,1,18.6,Spring,762.3
2022-04-11,S005,P0001,Clothing,North,168,18.0,36.0,29.53,37.77,5,Cloudy,0,33.82,Spring,679.86
2022-04-11,S005,P0002,Clothing,West,90,28.0,110.0,30.92,42.93,20,Cloudy,0,38.35,Summer,1202.04
2022-04-11,S005,P0003,Clothing,West,91,42.0,52.0,32.15,38.19,15,Sunny,1,33.36,Autumn,1603.98
2022-04-11,S005,P0004,Electronics,North,393,325.0,93.0,343.7,54.38,15,Sunny,1,52.49,Autumn,17673.5
2022-04-11,S005,P0005,Toys,West,198,110.0,62.0,109.61,12.71,10,Rainy,0,9.11,Spring,1398.1000000000001
2022-04-11,S005,P0006,Groceries,East,132,123.0,92.0,122.59,31.1,5,Sunny,0,34.07,Autumn,3825.3
2022-04-11,S005,P0007,Furniture,North,174,32.0,128.0,24.44,36.73,10,Snowy,0,37.25,Summer,1175.36
2022-04-11,S005,P0008,Furniture,North,116,103.0,188.0,99.01,85.12,10,Cloudy,0,84.6,Winter,8767.36
2022-04-11,S005,P0009,Toys,North,391,54.0,122.0,61.1,12.88,10,Cloudy,1,11.99,Spring,695.5200000000001
2022-04-11,S005,P0010,Groceries,West,249,168.0,132.0,159.82,52.9,15,Cloudy,1,52.04,Autumn,8887.199999999999
2022-04-11,S005,P0011,Furniture,North,65,7.0,34.0,20.97,80.6,5,Snowy,0,84.98,Summer,564.1999999999999
2022-04-11,S005,P0012,Toys,North,125,50.0,161.0,65.17,25.03,0,Snowy,0,25.41,Summer,1251.5
2022-04-11,S005,P0013,Furniture,West,117,103.0,88.0,93.35,57.94,0,Snowy,0,60.58,Autumn,5967.82
2022-04-11,S005,P0014,Clothing,South,444,302.0,163.0,298.35,11.66,20,Rainy,1,10.27,Autumn,3521.32
2022-04-11,S005,P0015,Groceries,East,151,20.0,176.0,34.22,70.39,15,Rainy,1,71.71,Summer,1407.8
2022-04-11,S005,P0016,Furniture,North,100,37.0,176.0,28.86,20.26,10,Cloudy,0,20.06,Spring,749.62
2022-04-11,S005,P0017,Toys,North,458,322.0,37.0,325.2,88.51,10,Snowy,0,90.52,Summer,28500.22
2022-04-11,S005,P0018,Clothing,West,270,25.0,91.0,37.95,37.07,15,Rainy,0,41.92,Autumn,926.75
2022-04-11,S005,P0019,Electronics,West,356,145.0,23.0,145.14,79.85,5,Sunny,0,80.27,Autumn,11578.25
2022-04-11,S005,P0020,Groceries,West,250,242.0,130.0,244.26,37.32,20,Snowy,0,41.17,Spring,9031.44
2022-04-12,S001,P0001,Clothing,West,381,238.0,139.0,237.67,74.25,15,Rainy,0,78.42,Summer,17671.5
2022-04-12,S001,P0002,Furniture,West,499,225.0,23.0,221.29,42.56,10,Rainy,0,46.7,Winter,9576.0
2022-04-12,S001,P0003,Toys,East,308,278.0,62.0,284.62,97.1,20,Sunny,0,101.93,Autumn,26993.8
2022-04-12,S001,P0004,Clothing,East,145,63.0,124.0,59.39,23.92,0,Rainy,0,28.77,Spring,1506.96
2022-04-12,S001,P0005,Electronics,West,90,27.0,127.0,38.95,80.02,0,Rainy,1,82.26,Autumn,2160.54
2022-04-12,S001,P0006,Toys,West,349,193.0,103.0,208.53,62.54,0,Snowy,1,64.0,Winter,12070.22
2022-04-12,S001,P0007,Furniture,North,129,43.0,37.0,39.22,90.77,10,Cloudy,0,91.89,Spring,3903.1099999999997
2022-04-12,S001,P0008,Furniture,East,353,315.0,106.0,328.57,34.12,0,Snowy,1,36.17,Autumn,10747.8
2022-04-12,S001,P0009,Clothing,South,98,10.0,37.0,22.67,79.98,15,Cloudy,1,75.77,Spring,799.8000000000001
2022-04-12,S001,P0010,Electronics,South,305,104.0,135.0,116.72,78.45,15,Cloudy,0,82.17,Winter,8158.8
2022-04-12,S001,P0011,Electronics,North,100,35.0,45.0,31.56,78.13,0,Rainy,0,77.47,Winter,2734.5499999999997
2022-04-12,S001,P0012,Electronics,East,448,399.0,195.0,392.81,52.05,20,Sunny,0,53.15,Spring,20767.949999999997
