Date,Units Sold,Price,Sales,MovingAve7,MovingAve30
2023-01-15,14577.0,5241.79,750452.92,747578.3357142856,732310.3319999999
2023-01-16,12872.0,5542.5,694405.09,737461.0142857142,734049.0169999999
2023-01-17,15008.0,5267.24,756941.23,759032.3971428572,732540.6079999999
2023-01-18,15384.0,5520.06,785899.29,772726.2328571428,734981.295
2023-01-19,12983.0,5547.31,706337.76,754348.0114285714,736287.519
2023-01-20,12275.0,5417.93,710582.14,739991.3442857142,735508.6579999999
2023-01-21,13087.0,5373.61,667406.68,724575.0157142858,729952.6523333334
2023-01-22,14077.0,5050.23,702208.87,717683.0085714286,728468.2523333334
2023-01-23,15490.0,5573.2,836708.14,738012.0157142858,737541.4273333333
2023-01-24,12465.0,5721.69,749364.16,736929.5771428571,741452.7836666667
2023-01-25,14496.0,5106.08,732087.24,729242.1414285714,739156.3776666666
2023-01-26,13920.0,5495.42,715276.19,730519.0599999999,741415.003
2023-01-27,14508.0,5358.41,751176.58,736318.2657142858,744445.2843333334
2023-01-28,14498.0,5742.62,806716.98,756219.7371428572,744699.4593333334
2023-01-29,12036.0,5737.57,705044.87,756624.8799999999,742263.0053333334
2023-01-30,12789.0,5294.19,744784.0,743492.86,743767.8843333333
2023-01-31,13226.0,5814.22,784458.14,748506.2857142857,741772.1510000001
2023-02-01,13080.0,5671.52,783164.78,755803.077142857,740391.5983333333
2023-02-02,13526.0,5254.51,723553.11,756985.4942857142,736187.1773333333
2023-02-03,12795.0,5904.67,749894.61,756802.3557142857,739226.7223333333
2023-02-04,13438.0,5692.17,741838.86,747534.0528571428,739233.3183333334
2023-02-05,13141.0,5582.75,758525.75,755174.1785714285,741040.287
2023-02-06,13891.0,5381.77,773292.75,759246.8571428572,742740.5606666667
2023-02-07,13962.0,5573.89,753844.9299999999,754873.5414285715,745552.0166666667
2023-02-08,14482.0,5887.13,873889.51,767834.217142857,749174.1223333332
2023-02-09,12587.0,5447.9,676259.65,761078.0085714286,751518.059
2023-02-10,15311.0,5933.31,903404.37,783007.9742857142,758630.1233333333
2023-02-11,14235.0,4891.31,716941.88,779451.2628571428,754695.3423333333
2023-02-12,14689.0,5280.24,767306.23,780705.6171428572,753236.2563333333
2023-02-13,14059.0,5811.1,818296.66,787134.7471428572,754668.779
2023-02-14,14806.0,5213.17,757788.13,787698.0614285714,754913.2860000001
2023-02-15,12637.0,5587.76,677150.85,759592.5385714285,754338.1446666666
2023-02-16,13247.0,5388.61,721176.94,766009.2942857143,753146.0016666667
2023-02-17,12911.0,6125.57,793576.16,750319.55,753401.8973333333
2023-02-18,14811.0,5228.7699999999995,782307.22,759657.4557142857,755934.2126666666
2023-02-19,13814.0,5920.61,843140.96,770490.9885714286,760352.84
2023-02-20,12608.0,5569.99,715998.87,755877.0185714286,761972.5796666667
2023-02-21,13535.0,5707.4,729941.93,751898.99,762897.015
2023-02-22,13718.0,5675.02,776944.07,766155.1642857144,760904.8793333333
2023-02-23,14849.0,5844.17,887967.68,789982.4128571429,765524.9966666666
2023-02-24,14827.0,5268.58,783104.46,788486.4557142856,767225.5706666667
2023-02-25,13006.0,5260.26,704250.34,777335.4728571428,766858.0423333333
2023-02-26,12839.0,5130.29,690521.71,755532.7228571428,764836.2133333333
2023-02-27,13488.0,5242.75,684706.67,751062.4085714285,760769.203
2023-02-28,14876.0,5823.74,837615.68,766444.3728571429,765188.23
2023-03-01,12420.0,5385.0199999999995,655224.72,749055.8942857143,762202.9206666666
2023-03-02,14631.0,5404.22,782140.1799999999,733937.6799999999,762125.6553333332
2023-03-03,12790.0,5273.69,660367.73,716403.8614285715,758032.4203333333
2023-03-04,15219.0,5710.9,866274.88,739550.2242857143,762789.8126666668
2023-03-05,13648.0,5789.77,826587.64,758988.2142857143,765346.2469999999
2023-03-06,12278.0,5555.98,704571.73,761826.0800000001,764104.0093333332
2023-03-07,14316.0,6030.95,853834.26,764143.0199999999,767280.9596666667
2023-03-08,10642.0,5521.38,606447.4,757174.8314285715,761719.448
2023-03-09,14496.0,5736.8,793216.62,758757.18,763031.8376666666
2023-03-10,14619.0,5706.6,849085.9299999999,785716.9228571429,762205.0516666666
2023-03-11,11230.0,5394.44,609758.72,749071.7571428571,759988.3539999999
2023-03-12,14285.0,5385.43,806066.46,746140.16,756743.757
2023-03-13,13569.0,5403.91,725530.76,749134.3071428571,757030.053
2023-03-14,12980.0,5309.62,706305.61,728058.7857142857,754996.6989999999
2023-03-15,12965.0,5859.97,732873.45,746119.65,752149.2586666666
2023-03-16,13941.0,5633.72,788024.77,745377.957142857,753157.1466666666
2023-03-17,13613.0,5703.17,720297.18,726979.5642857143,754595.3576666667
2023-03-18,13057.0,5593.72,724003.11,743300.1914285714,754689.5633333332
2023-03-19,13240.0,5637.73,763048.27,737154.7357142858,753671.9670000001
2023-03-20,14017.0,5603.48,768717.42,743324.2585714286,753218.9736666667
2023-03-21,12353.0,5402.26,616704.24,730524.0628571429,745671.0830000001
2023-03-22,13391.0,5798.51,801892.94,740383.99,748534.2186666667
2023-03-23,13822.0,5828.34,775061.48,738532.0914285715,750038.2036666666
2023-03-24,12150.0,5368.3,710613.88,737148.7628571428,747827.1973333333
2023-03-25,13677.0,5854.88,778227.12,744895.05,744169.1786666666
2023-03-26,12315.0,5791.65,758869.58,744298.0942857143,743361.3493333332
2023-03-27,13649.0,5403.57,766567.9,743991.0199999999,745438.6013333333
2023-03-28,16136.0,5813.96,922014.04,787606.7057142856,753155.0123333334
2023-03-29,14527.0,5650.66,797446.75,786971.5357142857,756913.015
2023-03-30,13448.0,5806.9,763578.72,785331.1414285713,754445.1163333333
2023-03-31,13098.0,5366.24,720537.97,786748.8685714286,756622.2246666667
2023-04-01,12045.0,5927.92,716805.71,777974.3814285714,754444.4090000001
2023-04-02,14278.0,5973.41,873945.49,794413.797142857,761563.6676666667
2023-04-03,12131.0,5502.72,661508.66,779405.3342857143,754738.127
2023-04-04,13316.0,5194.26,700465.24,747755.5057142858,750534.047
2023-04-05,13005.0,5850.4800000000005,809219.33,749437.3028571429,754022.3003333334
2023-04-06,12395.0,5770.11,726631.43,744159.1185714286,749782.206
2023-04-07,14028.0,5209.2,751947.71,748646.2242857142,754632.2163333334
2023-04-08,13234.0,5563.1,754668.91,754055.2528571428,753347.2926666667
2023-04-09,15516.0,5886.74,880354.2,754970.782857143,754389.5683333334
2023-04-10,11458.0,6152.61,712200.93,762212.5357142857,757804.3086666667
2023-04-11,12702.0,5129.59,628650.89,751953.3428571429,751890.4563333334
2023-04-12,14615.0,5314.56,797687.72,750305.97,754295.6883333332
2023-04-13,13023.0,5497.85,747029.88,753220.0342857143,755653.164
2023-04-14,13530.0,5604.85,788180.4,758396.132857143,757496.729
2023-04-15,13815.0,4895.97,659543.28,744806.7571428571,753214.0126666666
2023-04-16,13815.0,5576.26,757525.4,727259.7857142857,754454.9533333334
2023-04-17,12247.0,5003.24,600663.22,711325.8271428571,750343.6236666667
2023-04-18,13273.0,5779.9,737221.2,726835.8714285714,749482.7213333332
2023-04-19,14092.0,5786.15,799354.5700000001,727073.9928571429,750503.9596666667
2023-04-20,11011.0,5621.7,597004.47,705641.7914285715,749847.3006666667
2023-04-21,14258.0,5811.01,862931.49,716320.5185714286,751881.919
2023-04-22,12371.0,5489.57,684083.12,719826.21,748849.307
2023-04-23,11809.0,5118.89,585171.83,695204.2714285714,744667.9053333333
2023-04-24,13814.0,5449.41,796387.42,723164.8714285714,745273.2486666667
2023-04-25,13621.0,5529.56,708457.75,719055.8071428572,743592.8543333334
2023-04-26,15338.0,5359.51,853206.0599999999,726748.8771428572,746480.793
2023-04-27,15156.0,5326.25,826828.39,759580.8657142856,743307.938
2023-04-28,14260.0,5226.02,755292.9,744203.9242857144,741902.8096666667
2023-04-29,13133.0,5766.53,758093.64,754776.8557142857,741719.9736666667
2023-04-30,13788.0,6135.47,893457.5800000001,798817.6771428572,747483.9606666666
2023-05-01,15093.0,5764.84,832945.14,804040.2085714285,751355.275
2023-05-02,13225.0,5209.84,637183.05,793858.1085714286,743463.1936666666
2023-05-03,14257.0,5696.36,804142.36,786849.0085714285,748217.6503333334
2023-05-04,13025.0,5384.23,728686.65,772828.76,749158.3640000001
2023-05-05,11740.0,5296.78,617651.12,753165.6485714286,742772.757
2023-05-06,12267.0,6027.65,737010.16,750153.7228571429,743118.7146666667
2023-05-07,12650.0,5535.0,702357.35,722853.6900000001,741465.7026666666
2023-05-08,13023.0,5113.19,697456.12,703498.1157142858,739558.6096666666
2023-05-09,13989.0,5523.09,725361.87,716095.09,734392.1986666668
2023-05-10,14655.0,5343.39,831040.8099999999,719937.7257142857,738353.528
2023-05-11,15804.0,5222.94,820070.94,732992.6242857141,744734.1963333334
2023-05-12,13388.0,5366.7699999999995,717106.24,747200.4985714285,742048.147
2023-05-13,12073.0,5620.54,685246.6,739805.7042857144,739988.7043333334
2023-05-14,13120.0,5419.72,638998.64,730754.46,735015.9789999999
2023-05-15,12755.0,5994.57,819047.98,748124.7257142857,740332.8023333333
2023-05-16,15440.0,5502.0,808058.24,759938.4928571427,742017.2303333334
2023-05-17,13387.0,6092.26,795142.91,754810.2214285714,748499.8866666667
2023-05-18,13971.0,5029.25,732256.13,742265.2485714285,748334.3843333333
2023-05-19,13536.0,5521.26,779243.93,751142.0614285715,747664.0296666666
2023-05-20,16232.0,5465.73,872130.9,777839.8185714285,756834.9106666667
2023-05-21,12276.0,5528.98,650390.42,779467.2157142857,749750.2083333334
2023-05-22,13970.0,4960.21,729716.54,766705.5814285714,751271.3223333333
2023-05-23,12179.0,5151.71,580975.41,734265.1771428572,751131.4416666667
2023-05-24,14172.0,5479.91,810701.1799999999,736487.7871428571,751608.5669999999
2023-05-25,12861.0,5639.47,746099.27,738465.3785714286,752863.2843333334
2023-05-26,14115.0,5607.19,843002.34,747573.7228571428,752523.1603333334
2023-05-27,12627.0,5417.35,670359.1,718749.1799999999,747307.5173333333
2023-05-28,12517.0,6031.91,748924.99,732825.5471428571,747095.2536666668
2023-05-29,15022.0,5564.51,814899.35,744994.5200000001,748988.7773333334
2023-05-30,13244.0,5330.36,724886.75,765553.282857143,743369.7496666666
2023-05-31,12060.0,5614.2300000000005,700254.68,749775.2114285715,738946.7343333332
2023-06-01,13552.0,5331.51,639862.42,734598.5185714286,739036.0466666667
2023-06-02,13192.0,6031.63,810293.12,729925.7728571428,739241.0719999999
2023-06-03,12472.0,6000.99,767450.66,743795.9957142858,740533.2056666666
2023-06-04,12775.0,5529.51,707342.83,737855.6871428572,743522.9293333333
2023-06-05,13454.0,5352.9,730824.4,725844.9799999999,743316.7373333332
2023-06-06,16594.0,5335.52,862810.84,745548.4214285713,748665.187
2023-06-07,11758.0,5146.7699999999995,623264.97,734549.8914285714,746192.1486666667
2023-06-08,12978.0,5690.01,752631.5,750659.76,747101.1363333333
2023-06-09,13939.0,5357.84,715666.33,737141.6471428572,743255.3203333333
2023-06-10,12448.0,5194.25,645206.12,719678.1414285714,737426.493
2023-06-11,13113.0,5731.07,767905.91,728330.0099999999,739119.8153333333
2023-06-12,14161.0,5878.36,827857.6,742191.8957142858,743873.5153333333
2023-06-13,13505.0,5881.98,783513.55,730863.7114285714,748690.679
2023-06-14,13358.0,5540.8099999999995,769613.77,751770.6828571428,747042.872
2023-06-15,14649.0,5910.36,887270.14,771004.7742857143,749683.2686666666
2023-06-16,13930.0,5770.83,789782.88,781592.8528571428,749504.601
2023-06-17,11819.0,5670.04,691416.24,788194.2985714285,748143.2713333333
2023-06-18,12647.0,5467.49,686290.66,776534.9771428573,745044.829
2023-06-19,14615.0,5107.24,766067.36,767707.7999999999,741509.3776666666
2023-06-20,13728.0,5355.34,729608.5599999999,760007.0871428571,744149.9823333333
2023-06-21,13143.0,4602.3,639337.43,741396.1814285713,741137.3453333334
2023-06-22,13937.0,5609.0,790786.12,727612.75,748131.0356666667
2023-06-23,13377.0,5697.0199999999995,773385.49,725270.2657142858,746887.1793333334
2023-06-24,13221.0,5643.33,702466.49,726848.8728571428,745432.7533333333
2023-06-25,13413.0,5409.72,728965.38,732945.2614285714,741631.5213333332
2023-06-26,14653.0,5497.76,778191.69,734677.3085714286,745225.941
2023-06-27,13736.0,5560.46,771988.34,740731.5628571428,745994.7193333333
2023-06-28,13757.0,5105.7,693427.2,748458.6728571429,741945.6476666667
2023-06-29,13253.0,5224.45,631747.94,725738.9328571428,738841.0206666667
2023-06-30,14464.0,5970.23,897631.23,743488.3242857142,745420.2390000001
2023-07-01,14329.0,5885.81,888473.49,770060.752857143,753707.2746666666
2023-07-02,12607.0,5654.93,737187.92,771235.4014285716,751270.4346666667
2023-07-03,15106.0,5727.67,861947.28,783200.4857142858,754420.322
2023-07-04,13648.0,5607.61,744549.31,779280.6242857144,755660.5380000001
2023-07-05,13624.0,5419.71,748159.67,787099.5485714285,756238.3803333334
2023-07-06,13442.0,5457.48,801479.43,811346.9042857143,754194.0
2023-07-07,12817.0,4860.99,560529.91,763189.5728571428,752102.8313333333
2023-07-08,13765.0,4762.08,654268.72,729731.7485714286,748824.072
2023-07-09,14662.0,5234.57,756222.73,732451.0071428571,750175.952
2023-07-10,12996.0,5465.56,727998.05,713315.4028571427,752935.683
2023-07-11,15189.0,5224.95,811181.98,722834.3557142857,754378.2186666667
2023-07-12,15531.0,5285.07,787678.89,728479.9585714285,753038.9283333333
2023-07-13,14521.0,5172.4,733904.86,718826.4485714285,751385.3053333333
2023-07-14,14787.0,5457.36,828499.62,757107.8357142858,753348.167
2023-07-15,13147.0,5474.49,669427.43,759273.3657142856,746086.7433333334
2023-07-16,15061.0,5491.04,814261.09,767564.5599999999,746902.6836666667
2023-07-17,13877.0,5625.55,770406.77,773622.9485714287,749535.7013333333
2023-07-18,14802.0,5451.51,804943.3200000001,772731.7114285715,753490.7899999999
2023-07-19,14151.0,5309.9,721835.31,763325.4857142858,752016.3883333333
2023-07-20,13930.0,5465.3,747235.9400000001,765229.9257142858,752603.9676666667
2023-07-21,12434.0,5659.62,723661.17,750253.0042857144,755414.7590000001
2023-07-22,15347.0,5258.91,813287.8,770804.4857142858,756164.8150000001
2023-07-23,14498.0,5052.07,736305.26,759667.9385714286,754928.8073333333
2023-07-24,13659.0,5905.89,760742.01,758287.2585714286,756871.3246666667
2023-07-25,13955.0,5309.25,735791.46,748408.4214285713,757098.8606666666
2023-07-26,14153.0,5559.65,789584.01,758086.8071428572,757478.6046666667
2023-07-27,11611.0,5237.3,582236.76,734515.4957142856,751153.552
2023-07-28,14848.0,5928.61,928651.2,763799.7857142857,758994.3520000001
2023-07-29,15697.0,5382.64,820445.77,764822.3528571428,765284.2796666666
2023-07-30,14837.0,5381.63,793520.87,772996.0114285714,761813.9343333334
2023-07-31,14888.0,5295.64,832923.32,783307.6271428572,759962.262
2023-08-01,13897.0,5226.17,752002.65,785623.5114285713,760456.0863333333
2023-08-02,14554.0,5994.64,845102.32,793554.6985714285,759894.5876666667
2023-08-03,13589.0,5686.91,792489.8099999999,823590.8485714284,761492.6043333333
2023-08-04,14784.0,5575.88,866459.24,814706.2828571427,765435.9233333335
2023-08-05,12603.0,5280.16,715438.1,799705.1871428572,762567.8790000001
2023-08-06,14370.0,5441.14,750801.71,793602.4500000001,768910.2723333334
2023-08-07,14178.0,5187.97,726185.14,778354.1385714285,771307.4863333333
2023-08-08,13666.0,5573.97,763339.37,779973.67,771544.7076666666
2023-08-09,13956.0,5388.71,795662.8,772910.8814285714,773800.1993333333
2023-08-10,13028.0,5373.78,682004.19,757127.2214285715,769494.273
2023-08-11,12414.0,5748.79,757450.74,741554.5785714285,768486.668
2023-08-12,12124.0,5363.25,653690.13,732733.4399999998,765812.8436666668
2023-08-13,13944.0,5351.93,761548.68,734268.7214285714,763581.1456666667
2023-08-14,16190.0,5615.5199999999995,927480.55,763025.2085714285,772182.9163333334
2023-08-15,11593.0,5013.66,570487.88,735474.9957142856,764057.1426666667
2023-08-16,12494.0,5394.4800000000005,700444.46,721872.3757142856,761725.0656666667
2023-08-17,12826.0,5654.51,714094.54,726456.7114285714,758696.773
2023-08-18,14330.0,5097.66,711809.78,719936.5742857143,758362.5886666666
2023-08-19,13443.0,5444.49,735548.47,731630.6228571429,757973.0063333333
2023-08-20,13571.0,5293.0,737580.62,728206.6142857142,758436.988
2023-08-21,11752.0,5362.23,623973.38,684848.4471428571,752126.5073333334
2023-08-22,12266.0,5454.46,651355.54,696400.97,749294.85
2023-08-23,15476.0,5194.85,776846.51,707315.5485714285,749831.6666666666
2023-08-24,14312.0,5191.45,809357.33,720924.5185714286,752283.8623333334
2023-08-25,12582.0,5582.04,729993.73,723522.2257142857,750297.5196666666
2023-08-26,12686.0,5245.43,699240.45,718335.3657142858,754197.6426666665
2023-08-27,14612.0,5187.81,781494.61,724608.7928571429,749292.423
2023-08-28,12869.0,5648.15,701935.34,735746.2157142857,745342.0753333332
2023-08-29,12386.0,5340.25,690666.61,741362.0828571429,741913.5999999999
2023-08-30,13614.0,5051.39,721664.54,733478.9442857143,738204.974
2023-08-31,12392.0,5583.87,711645.01,719520.0414285715,736859.7193333333
2023-09-01,12972.0,5156.71,662071.29,709816.8357142856,730758.685
2023-09-02,14008.0,5606.04,766905.7,719483.3,729905.8813333333
2023-09-03,14148.0,5683.66,774997.33,718555.1171428572,726857.151
2023-09-04,11750.0,5259.46,605306.95,704751.0614285714,723186.1126666666
2023-09-05,13368.0,5343.45,724582.8200000001,709596.2342857142,722312.1496666666
2023-09-06,14666.0,5562.5,808937.62,722063.8171428571,725070.5656666666
2023-09-07,14129.0,5377.22,741189.42,726284.4471428571,724332.234
2023-09-08,12614.0,5311.1,673244.04,727880.5542857143,720251.6086666667
2023-09-09,14076.0,5618.52,788761.89,731002.8671428572,723810.1986666668
2023-09-10,13912.0,5178.44,685835.26,718265.4285714285,721423.0160000001
2023-09-11,13698.0,5827.6,848630.0599999999,753025.8728571429,727921.0136666667
2023-09-12,14469.0,5632.45,803712.1,764330.0557142858,729326.4609999999
2023-09-13,14447.0,5415.41,761719.83,757584.6571428571,723801.1036666668
2023-09-14,13573.0,5235.51,651280.9,744740.5828571429,726494.2043333333
2023-09-15,13267.0,5889.02,806680.11,763802.8785714286,730035.3926666665
2023-09-16,14833.0,5380.5,818950.21,768115.4957142856,733530.5816666667
2023-09-17,12137.0,5775.08,689684.79,768665.4285714285,732793.082
2023-09-18,12376.0,5324.13,635598.9400000001,738232.4114285714,729461.431
2023-09-19,13852.0,5480.25,748479.67,730342.0642857142,729824.7326666667
2023-09-20,12567.0,5766.67,738840.39,727073.5728571428,733653.6329999999
2023-09-21,13667.0,4991.7,631288.26,724217.4814285714,732984.7236666667
2023-09-22,12445.0,5432.61,718773.45,711659.3871428572,731048.955
2023-09-23,13000.0,5748.54,707721.77,695769.61,727661.103
2023-09-24,15084.0,5340.09,815529.85,713747.4757142857,730512.307
2023-09-25,12328.0,5429.63,646277.46,715272.9785714287,728746.874
2023-09-26,14408.0,5465.5,797039.98,722210.1657142856,729265.053
2023-09-27,12137.0,5713.62,694901.41,715933.1685714285,729030.5886666666
2023-09-28,11474.0,5696.2300000000005,643868.79,717730.3871428572,727470.6613333335
2023-09-29,15660.0,5556.2,852128.13,736781.0557142857,731819.4476666667
2023-09-30,14296.0,6062.78,828885.54,754090.1657142857,735727.4653333334
2023-10-01,14212.0,5834.65,818314.72,754488.0042857142,740935.5796666666
2023-10-02,12577.0,5489.16,704297.91,762776.6399999999,738848.6533333332
2023-10-03,13278.0,5166.48,667397.91,744256.3442857143,735262.0059999999
2023-10-04,14580.0,5546.03,803285.85,759739.8357142858,741861.3026666667
2023-10-05,13340.0,5307.35,651685.13,760856.4557142857,739431.3796666667
2023-10-06,13890.0,5140.62,693554.77,738203.1185714286,735585.2846666666
2023-10-07,13104.0,5336.81,706030.62,720652.4157142857,734413.3246666666
2023-10-08,12100.0,4868.05,562514.89,684109.5828571429,730722.353
2023-10-09,12290.0,5427.97,650845.1,676473.467142857,726125.1266666666
2023-10-10,13245.0,5708.01,768933.45,690978.5442857143,728895.0663333334
2023-10-11,13262.0,5472.71,732150.09,680816.2928571429,725012.4006666667
2023-10-12,14019.0,5411.5,842557.77,708083.8128571429,726307.2563333333
2023-10-13,13153.0,5390.14,702362.37,709342.0414285715,724328.6743333334
2023-10-14,13854.0,6075.65,826194.12,726508.2557142855,730159.115
2023-10-15,13414.0,5234.49,758422.31,754495.03,728550.5216666667
2023-10-16,12758.0,5403.64,629557.91,751454.002857143,722237.4450000001
2023-10-17,15804.0,5714.7300000000005,918930.8099999999,772882.1971428571,729878.979
2023-10-18,13066.0,5575.35,724506.51,771790.2571428573,732842.5646666666
2023-10-19,14936.0,5674.58,843490.6,771923.5185714286,736009.5956666667
2023-10-20,16770.0,5875.89,978154.64,811322.4142857142,743986.7373333334
2023-10-21,14950.0,5420.25,797707.5700000001,807252.9071428571,749534.0476666667
2023-10-22,13870.0,5434.61,761013.41,807623.0642857143,750942.0463333334
2023-10-23,13758.0,6051.24,767640.48,827349.1457142857,752939.3366666667
2023-10-24,13493.0,5350.3,749524.0800000001,803148.1842857143,750739.1443333332
2023-10-25,14234.0,5336.71,718259.16,802255.7057142856,753138.5343333334
2023-10-26,13560.0,5381.7,769047.3,791620.9485714287,752205.4450000001
2023-10-27,12542.0,5237.58,678740.97,748847.5671428572,751666.7636666667
2023-10-28,14890.0,5322.89,814569.56,751256.4228571429,757356.7893333334
2023-10-29,14165.0,4868.23,707567.48,743621.29,752538.101
2023-10-30,13752.0,5980.3,799570.36,748182.7014285715,751560.9283333333
2023-10-31,12780.0,5193.84,664022.22,735968.1500000001,746417.8450000001
2023-11-01,13679.0,5105.62,699936.49,733350.6257142856,746272.4643333333
2023-11-02,13884.0,5060.11,677626.15,720290.4614285715,746613.4056666667
2023-11-03,12977.0,5439.82,751149.13,730634.4842857142,744875.515
2023-11-04,14549.0,5238.72,764391.72,723466.2214285714,748632.4013333333
2023-11-05,14400.0,5394.73,808435.79,737875.9799999999,752461.7686666667
2023-11-06,13323.0,5771.35,781704.85,735323.7642857144,754984.243
2023-11-07,13015.0,5428.52,680491.06,737676.4557142856,758916.782
2023-11-08,12883.0,5219.76,658292.45,731727.3071428572,759165.0270000001
2023-11-09,12806.0,5683.99,789836.79,747757.3985714286,759861.8049999999
2023-11-10,14567.0,5269.8,742131.4,746469.1514285716,760194.5153333334
2023-11-11,14633.0,5656.92,897150.26,765434.6571428572,762014.265
2023-11-12,13585.0,5211.87,742357.31,755994.8742857144,763347.4296666665
2023-11-13,13590.0,5028.46,675639.4,740842.6671428571,758328.939
2023-11-14,13684.0,5689.56,816610.95,760288.3657142858,760268.5603333333
2023-11-15,14084.0,5756.27,822670.37,783770.9257142858,766705.6423333333
2023-11-16,13784.0,5383.97,714452.06,773001.6785714285,759889.684
2023-11-17,12641.0,5236.17,623108.83,755998.4542857142,756509.7613333333
2023-11-18,14554.0,5573.53,897749.59,756084.0728571428,758318.3943333334
2023-11-19,12949.0,5595.82,719418.91,752807.1585714286,749693.87
2023-11-20,14683.0,5473.58,824779.71,774112.9171428571,750596.2746666666
2023-11-21,13383.0,5669.55,787858.94,770005.4871428572,751491.1256666667
2023-11-22,14412.0,5789.35,861417.77,775540.83,754617.0353333333
2023-11-23,13961.0,5553.43,781891.46,785175.03,755695.9480000001
2023-11-24,13044.0,5648.59,733189.11,800900.7842857143,756193.613
2023-11-25,14836.0,5736.45,853788.83,794620.6757142858,759018.3306666667
2023-11-26,14558.0,5624.4,815172.78,808299.7999999999,763566.0576666667
2023-11-27,13722.0,5225.35,718168.37,793069.6085714286,760352.6846666667
2023-11-28,14710.0,5633.0,842983.0,800944.4742857143,764866.5353333333
2023-11-29,14595.0,5642.59,817147.81,794620.1942857143,765452.4503333332
2023-11-30,14635.0,5083.37,759940.47,791484.3385714286,768649.7253333334
2023-12-01,11898.0,5664.81,680871.83,784010.4414285714,768014.2366666667
2023-12-02,13200.0,5414.49,719193.97,764782.6042857142,769399.8306666666
2023-12-03,13116.0,5659.04,729056.29,752480.2485714286,768663.4026666668
2023-12-04,15286.0,5591.98,847116.17,770901.3628571428,771420.8843333333
2023-12-05,13829.0,5287.05,740685.6799999999,756287.46,769162.5473333333
2023-12-06,14194.0,5161.19,722579.3099999999,742777.6742857143,767191.6960000001
2023-12-07,11947.0,5730.99,656153.2,727950.9214285713,766380.434
2023-12-08,13462.0,5615.26,733722.38,735501.0,768894.765
2023-12-09,11947.0,5424.05,597498.33,718115.9085714285,762483.4830000001
2023-12-10,12569.0,5738.66,719587.68,716763.25,761732.0256666667
2023-12-11,11972.0,5658.56,695974.58,695171.5942857143,755026.1696666667
2023-12-12,14068.0,5645.52,782769.09,701183.5099999999,756373.229
2023-12-13,14736.0,5142.2,751946.41,705378.8099999999,758916.796
2023-12-14,15429.0,5372.69,866098.5599999999,735371.0042857144,760566.3829999999
2023-12-15,14060.0,5760.05,808252.14,746018.1128571428,760085.7753333333
2023-12-16,13471.0,5334.07,722788.4,763916.6942857143,760363.6533333334
2023-12-17,14633.0,5066.25,720571.4400000001,764057.2314285714,763612.4069999999
2023-12-18,13331.0,4853.83,656144.97,758367.2871428571,755558.9196666667
2023-12-19,11756.0,5327.25,632056.09,736836.8585714287,752646.8256666666
2023-12-20,14965.0,5425.48,762962.56,738410.5942857143,750586.2540000001
2023-12-21,12292.0,5351.15,666938.41,709959.1442857143,746555.5696666667
2023-12-22,14136.0,5386.59,777375.3,705548.1671428571,743754.154
2023-12-23,13335.0,5675.33,706496.0599999999,703220.6900000001,741240.9739999999
2023-12-24,13433.0,5273.57,721349.17,703331.7942857144,740846.3093333334
2023-12-25,12723.0,5524.96,711487.02,711237.8014285713,736102.9156666667
2023-12-26,15858.0,5718.93,903385.86,749999.1971428571,739043.3516666667
2023-12-27,13023.0,5511.42,742062.84,747013.5228571428,739839.834
2023-12-28,16271.0,5830.97,970320.86,790353.8728571429,744084.4293333333
2023-12-29,13368.0,5623.86,731055.43,783736.7485714286,741214.6833333333
2023-12-30,13156.0,6072.18,824077.83,800534.1442857143,743352.5953333334
2023-12-31,11208.0,5925.18,649300.54,790241.4828571428,742300.219
2024-01-01,13244.0,5327.61,688124.36,786903.9600000001,741264.5653333333
